Name,Start column,End Column,Description
OTHOFD14,5220   ,5222   ,OTHER EQUP/SUPPLIES-OTHR FEDRL AMT 14
OTHOPR14,5231   ,5234   ,OTHER EQUP/SUPPLY-OTH PRIVATE AMT 14
OTHOPU14,5235   ,5238   ,OTHER EQUP/SUPPLY - OTH PUBLIC AMT 14
OTHOSR14,5239   ,5242   ,OTH EQUP/SUPLY - OT UNCLASS SRCE AMT 14
OTHOTH14,5248   ,5252   ,OTHER EQUP/SUPPLY - OTH COMBINED AMT 14
OTHPRV14,5208   ,5212   ,OTHER EQUP/SUPPLIES-PRIV INS AMT 14
OTHPTR14,5243   ,5247   ,OTHER EQUP/SUPPLY - PRV & TRI AMT 14
OTHRCP42,998   ,999   ,AC19 IS PROVIDER SOME OTHER RACE-R4/2
OTHREA42,974   ,975   ,AC08 OTH REAS NO USC: OTHER REASON-R4/2
OTHRP14X,1575   ,1580   ,PERSON'S OTHER INCOME
OTHSLF14,5193   ,5197   ,OTHER EQUP/SUPPLIES-SELF/FAM AMT 14
OTHSTL14,5223   ,5227   ,OTHER EQUP/SUPPLY-OTHR ST/LOCAL AMT 14
OTHTCH14,5181   ,5186   ,OTHER EQUP/SUPPLIES CHARGES 14
OTHTRI14,5217   ,5219   ,OTHER EQUP/SUPPLY-TRICARE AMT 14
OTHVA14,5213   ,5216   ,OTHER EQUP/SUPPLY-VA/CHAMPVA AMT 14
OTHWCP14,5228   ,5230   ,OTHER EQUP/SUPPLY - WORKERS COMP AMT 14
OTPAAT14,2399   ,2400   ,ANY COV OT GOV MCAID/SCHIP HMO-12/31/14
OTPAAT31,2393   ,2394   ,ANY TIME COV OT GOV MCAID/SCHIP HMO-R3/1
OTPAAT42,2395   ,2396   ,ANY TIME COV OT GOV MCAID/SCHIP HMO-R4/2
OTPAAT53,2397   ,2398   ,ANY TIME COV OT GOV MCAID/SCHIP HMO-R5/3
OTPBAT14,2407   ,2408   ,ANY CV OT GV NT MCAID/SCHIP HMO-12/31/14
OTPBAT31,2401   ,2402   ,ANY COV OT GOV NOT MCAID/SCHIP HMO-R3/1
OTPBAT42,2403   ,2404   ,ANY COV OT GOV NOT MCAID/SCHIP HMO-R4/2
OTPBAT53,2405   ,2406   ,ANY COV OT GOV NOT MCAID/SCHIP HMO-R5/3
OTPUBA14,2415   ,2416   ,COV/PAY OTH GOV MCAID/SCHIP HMO-12/31/14
OTPUBA31,2409   ,2410   ,COV/PAY OTH GOV MCAID/SCHIP HMO-R3/1 INT
OTPUBA42,2411   ,2412   ,COV/PAY OTH GOV MCAID/SCHIP HMO-R4/2 INT
OTPUBA53,2413   ,2414   ,COV/PAY OTH GOV MCAID/SCHIP HMO 12-31/R3
OTPUBB14,2423   ,2424   ,COV OTH GOV NOT MCAID/SCHIP HMO-12/31/14
OTPUBB31,2417   ,2418   ,COV OTH GOV NOT MCAID/SCHIP HMO-R3/1 INT
OTPUBB42,2419   ,2420   ,COV OTH GOV NOT MCAID/SCHIP HMO-R4/2 INT
OTPUBB53,2421   ,2422   ,COV OTH GOV NOT MCAID/SCHIP HMO 12-31/R3
PACISP42,996   ,997   ,AC19 IS PROVIDER OTH PACIFIC ISLNDR-R4/2
PANEL,17   ,18   ,PANEL NUMBER
PAPSMR53,678   ,679   ,HOW LNG LST PAP SMEAR TST (>17) - RD 5/3
PAYDR31,1229   ,1230   ,PAID LEAVE TO VISIT DR RD 3/1 CMJ
PAYDR31H,1391   ,1392   ,PAID LEAVE TO VISIT DR RD 3/1 CMJ (IMP)
PAYDR42,1231   ,1232   ,PAID LEAVE TO VISIT DR RD 4/2 CMJ
PAYDR42H,1393   ,1394   ,PAID LEAVE TO VISIT DR RD 4/2 CMJ (IMP)
PAYDR53,1233   ,1234   ,PAID LEAVE TO VISIT DR RD 5/3 CMJ
PAYDR53H,1395   ,1396   ,PAID LEAVE TO VISIT DR RD 5/3 CMJ (IMP)
PAYVAC31,1217   ,1218   ,PAID VACATION AT RD 3/1 CMJ
PAYVAC42,1219   ,1220   ,PAID VACATION AT RD 4/2 CMJ
PAYVAC53,1221   ,1222   ,PAID VACATION AT RD 5/3 CMJ
PCS42,777   ,781   ,SAQ:PHY COMPONENT SUMMRY SF-12V2 IMPUTED
PDKAP14,1835   ,1836   ,COVR BY PRIV INS (SOURCE UNKNWN) APR14
PDKAU14,1843   ,1844   ,COVR BY PRIV INS (SOURCE UNKNWN) AUG14
PDKDE14,1851   ,1852   ,COVR BY PRIV INS (SOURCE UNKNWN) DEC14
PDKFE14,1831   ,1832   ,COVR BY PRIV INS (SOURCE UNKNWN) FEB14
PDKJA14,1829   ,1830   ,COVR BY PRIV INS (SOURCE UNKNWN) JAN14
PDKJL14,1841   ,1842   ,COVR BY PRIV INS (SOURCE UNKNWN) JUL14
PDKJU14,1839   ,1840   ,COVR BY PRIV INS (SOURCE UNKNWN) JUN14
PDKMA14,1833   ,1834   ,COVR BY PRIV INS (SOURCE UNKNWN) MAR14
PDKMY14,1837   ,1838   ,COVR BY PRIV INS (SOURCE UNKNWN) MAY14
PDKNO14,1849   ,1850   ,COVR BY PRIV INS (SOURCE UNKNWN) NOV14
PDKOC14,1847   ,1848   ,COVR BY PRIV INS (SOURCE UNKNWN) OCT14
PDKSE14,1845   ,1846   ,COVR BY PRIV INS (SOURCE UNKNWN) SEP14
PEGAP14,1811   ,1812   ,COVERED BY EMPL UNION INS IN APR14
PEGAU14,1819   ,1820   ,COVERED BY EMPL UNION INS IN AUG14
PEGDE14,1827   ,1828   ,COVERED BY EMPL UNION INS IN DEC14
PEGFE14,1807   ,1808   ,COVERED BY EMPL UNION INS IN FEB14
PEGJA14,1805   ,1806   ,COVERED BY EMPL UNION INS IN JAN14
PEGJL14,1817   ,1818   ,COVERED BY EMPL UNION INS IN JUL14
PEGJU14,1815   ,1816   ,COVERED BY EMPL UNION INS IN JUN14
PEGMA14,1809   ,1810   ,COVERED BY EMPL UNION INS IN MAR14
PEGMY14,1813   ,1814   ,COVERED BY EMPL UNION INS IN MAY14
PEGNO14,1825   ,1826   ,COVERED BY EMPL UNION INS IN NOV14
PEGOC14,1823   ,1824   ,COVERED BY EMPL UNION INS IN OCT14
PEGSE14,1821   ,1822   ,COVERED BY EMPL UNION INS IN SEP14
PENIMP14,1518   ,1518   ,PENSION INCOME IMPUTATION FLAG
PENSP14X,1513   ,1517   ,PERSON'S PENSION INCOME
PERSLA42,940   ,941   ,AC08 OTH REAS NO USC: LANGUAGE-R4/2
PERWT14F,5333   ,5344   ,"FINAL PERSON WEIGHT, 2014"
PHNREG42,1010   ,1011   ,AC23 HOW DIFF CONTACT USC BY PHONE-R4/2
PHQ242,807   ,808   ,SAQ 2 WKS: OVERALL RATING OF FEELINGS
PHYEXE53,696   ,697   ,MOD/VIG PHYS EXEC 5X WK (>17) - RD 5/3
PHYSCL42,626   ,627   ,DR ADVISE EXERCISE (2-17)-R4/2
PID,6   ,8   ,PERSON NUMBER
PLCTYP42,978   ,979   ,USC TYPE OF PLACE-R4/2
PMDINS14,2563   ,2564   ,PMED INS - R5/R3 UNTIL 12/31/14
PMDINS31,2561   ,2562   ,PMED INS - RD 3/1 IN 14
PMDLAY42,1046   ,1047   ,DELAYED IN GETTING NECSRY PRES MED-R4/2
PMDLRS42,1048   ,1049   ,AC54 RSN DLAYD GETTING NEC PRES MED-R4/2
PMEDIN31,2555   ,2556   ,PRESCRIPTION DRUG INSURANCE - RD 3/1
PMEDIN42,2557   ,2558   ,PRESCRIPTION DRUG INSURANCE - RD 4/2
PMEDIN53,2559   ,2560   ,PRESCRIPTION DRUG INSURANCE - RD 5/3
PMEDPY31,2571   ,2572   ,USUAL 3RD PARTY PAYER FOR PMEDS - R3/1
PMEDPY42,2573   ,2574   ,USUAL 3RD PARTY PAYER FOR PMEDS - R4/2
PMEDPY53,2575   ,2576   ,USUAL 3RD PARTY PAYER FOR PMEDS - R5/3
PMEDUP31,2565   ,2566   ,HAS USUAL 3RD PARTY PAYER FOR PMEDS-R3/1
PMEDUP42,2567   ,2568   ,HAS USUAL 3RD PARTY PAYER FOR PMEDS-R4/2
PMEDUP53,2569   ,2570   ,HAS USUAL 3RD PARTY PAYER FOR PMEDS-R5/3
PMUNAB42,1042   ,1043   ,UNABLE TO GET NECESSARY PRES MED-R4/2
PMUNRS42,1044   ,1045   ,AC50 RSN UNABLE TO GET NEC PRES MED-R4/2
PNGAP14,1859   ,1860   ,COVERED BY NONGROUP INS IN APR14
PNGAU14,1867   ,1868   ,COVERED BY NONGROUP INS IN AUG14
PNGDE14,1875   ,1876   ,COVERED BY NONGROUP INS IN DEC14
PNGFE14,1855   ,1856   ,COVERED BY NONGROUP INS IN FEB14
PNGJA14,1853   ,1854   ,COVERED BY NONGROUP INS IN JAN14
PNGJL14,1865   ,1866   ,COVERED BY NONGROUP INS IN JUL14
PNGJU14,1863   ,1864   ,COVERED BY NONGROUP INS IN JUN14
PNGMA14,1857   ,1858   ,COVERED BY NONGROUP INS IN MAR14
PNGMY14,1861   ,1862   ,COVERED BY NONGROUP INS IN MAY14
PNGNO14,1873   ,1874   ,COVERED BY NONGROUP INS IN NOV14
PNGOC14,1871   ,1872   ,COVERED BY NONGROUP INS IN OCT14
PNGSE14,1869   ,1870   ,COVERED BY NONGROUP INS IN SEP14
POGAP14,1883   ,1884   ,COVERED BY OTHER GROUP INS IN APR14
POGAU14,1891   ,1892   ,COVERED BY OTHER GROUP INS IN AUG14
POGDE14,1899   ,1900   ,COVERED BY OTHER GROUP INS IN DEC14
POGFE14,1879   ,1880   ,COVERED BY OTHER GROUP INS IN FEB14
POGJA14,1877   ,1878   ,COVERED BY OTHER GROUP INS IN JAN14
POGJL14,1889   ,1890   ,COVERED BY OTHER GROUP INS IN JUL14
POGJU14,1887   ,1888   ,COVERED BY OTHER GROUP INS IN JUN14
POGMA14,1881   ,1882   ,COVERED BY OTHER GROUP INS IN MAR14
POGMY14,1885   ,1886   ,COVERED BY OTHER GROUP INS IN MAY14
POGNO14,1897   ,1898   ,COVERED BY OTHER GROUP INS IN NOV14
POGOC14,1895   ,1896   ,COVERED BY OTHER GROUP INS IN OCT14
POGSE14,1893   ,1894   ,COVERED BY OTHER GROUP INS IN SEP14
POUAP14,1931   ,1932   ,COVERED BY HOLDER OUTSIDE OF RU IN APR14
POUAU14,1939   ,1940   ,COVERED BY HOLDER OUTSIDE OF RU IN AUG14
POUDE14,1947   ,1948   ,COVERED BY HOLDER OUTSIDE OF RU IN DEC14
POUFE14,1927   ,1928   ,COVERED BY HOLDER OUTSIDE OF RU IN FEB14
POUJA14,1925   ,1926   ,COVERED BY HOLDER OUTSIDE OF RU IN JAN14
POUJL14,1937   ,1938   ,COVERED BY HOLDER OUTSIDE OF RU IN JUL14
POUJU14,1935   ,1936   ,COVERED BY HOLDER OUTSIDE OF RU IN JUN14
POUMA14,1929   ,1930   ,COVERED BY HOLDER OUTSIDE OF RU IN MAR14
POUMY14,1933   ,1934   ,COVERED BY HOLDER OUTSIDE OF RU IN MAY14
POUNO14,1945   ,1946   ,COVERED BY HOLDER OUTSIDE OF RU IN NOV14
POUOC14,1943   ,1944   ,COVERED BY HOLDER OUTSIDE OF RU IN OCT14
POUSE14,1941   ,1942   ,COVERED BY HOLDER OUTSIDE OF RU IN SEP14
POVCAT14,1453   ,1453   ,FAMILY INC AS % OF POVERTY LINE - CATEGO
POVLEV14,1454   ,1464   ,FAMILY INC AS % OF POVERTY LINE - CONTIN
PREGNT31,411   ,412   ,PREGNANT DURING REF PERIOD - RD 3/1
PREGNT42,413   ,414   ,PREGNANT DURING REF PERIOD - RD 4/2
PREGNT53,415   ,416   ,PREGNANT DURING REF PERIOD - RD 5/3
PREVCOVR,2287   ,2288   ,PER COV BY INS IN PREV 2 YRS-PNL 19 ONLY
PREVEN42,1004   ,1005   ,AC22 GO TO USC FOR PRVNTVE HLT CARE-R4/2
PRIAP14,1979   ,1980   ,COVERED BY PRIVATE INS IN APR14
PRIAU14,1987   ,1988   ,COVERED BY PRIVATE INS IN AUG14
PRIDE14,1995   ,1996   ,COVERED BY PRIVATE INS IN DEC14
PRIDK14,2431   ,2432   ,COV BY PRIV INS (DK PLAN) - 12/31/14
PRIDK31,2425   ,2426   ,COV BY PRIV INS (DK PLAN) - R3/1 INT
PRIDK42,2427   ,2428   ,COV BY PRIV INS (DK PLAN) - R4/2 INT
PRIDK53,2429   ,2430   ,COV BY PRIV INS (DK PLAN) 12-31/R3 INT
PRIEU14,2439   ,2440   ,COV BY EMPL/UNION GRP INS - 12/31/14
PRIEU31,2433   ,2434   ,COV BY EMPL/UNION GRP INS - R3/1 INT DT
PRIEU42,2435   ,2436   ,COV BY EMPL/UNION GRP INS - R4/2 INT DT
PRIEU53,2437   ,2438   ,COV BY EMPL/UNION GRP INS 12-31/R3 INT
PRIFE14,1975   ,1976   ,COVERED BY PRIVATE INS IN FEB14
PRIJA14,1973   ,1974   ,COVERED BY PRIVATE INS IN JAN14
PRIJL14,1985   ,1986   ,COVERED BY PRIVATE INS IN JUL14
PRIJU14,1983   ,1984   ,COVERED BY PRIVATE INS IN JUN14
PRIMA14,1977   ,1978   ,COVERED BY PRIVATE INS IN MAR14
PRIMY14,1981   ,1982   ,COVERED BY PRIVATE INS IN MAY14
PRING14,2447   ,2448   ,COV BY NON-GROUP INS - 12/31/14
PRING31,2441   ,2442   ,COV BY NON-GROUP INS - R3/1 INT DT
PRING42,2443   ,2444   ,COV BY NON-GROUP INS - R4/2 INT DT
PRING53,2445   ,2446   ,COV BY NON-GROUP INS 12-31/R3 INT DT
PRINO14,1993   ,1994   ,COVERED BY PRIVATE INS IN NOV14
PRIOC14,1991   ,1992   ,COVERED BY PRIVATE INS IN OCT14
PRIOG14,2455   ,2456   ,COV BY OTHER GROUP INS - 12/31/14
PRIOG31,2449   ,2450   ,COV BY OTHER GROUP INS - R3/1 INT DT
PRIOG42,2451   ,2452   ,COV BY OTHER GROUP INS - R4/2 INT DT
PRIOG53,2453   ,2454   ,COV BY OTHER GROUP INS 12-31/R3 INT DT
PRIS14,2463   ,2464   ,COV BY SELF-EMP-1 INS - 12/31/14
PRIS31,2457   ,2458   ,COV BY SELF-EMP-1 INS - R3/1 INT DT
PRIS42,2459   ,2460   ,COV BY SELF-EMP-1 INS - R4/2 INT DT
PRIS53,2461   ,2462   ,COV BY SELF-EMP-1 INS 12-31/R3 INT DT
PRISE14,1989   ,1990   ,COVERED BY PRIVATE INS IN SEP14
PRIV14,2487   ,2488   ,COV BY PRIV HLTH INS - 12/31/14
PRIV31,2481   ,2482   ,COV BY PRIV HLTH INS - R3/1 INT DATE
PRIV42,2483   ,2484   ,COV BY PRIV HLTH INS - R4/2 INT DATE
PRIV53,2485   ,2486   ,COV BY PRIV HLTH INS 12-31/R3 INT DATE
PRIVAT14,2495   ,2496   ,ANY TIME COV PRIVATE INS - 12/31/14
PRIVAT31,2489   ,2490   ,ANY TIME COV PRIVATE INS - R3/1
PRIVAT42,2491   ,2492   ,ANY TIME COV PRIVATE INS - R4/2
PRIVAT53,2493   ,2494   ,ANY TIME COV PRIVATE INS - R5/3
PROBPY42,2281   ,2282   ,FAMILY HAVING PROB PAYING MEDICAL BILLS
PROUT14,2471   ,2472   ,COV BY SOMEONE OUT OF RU - 12/31/14
PROUT31,2465   ,2466   ,COV BY SOMEONE OUT OF RU - R3/1 INT
PROUT42,2467   ,2468   ,COV BY SOMEONE OUT OF RU - R4/2 INT
PROUT53,2469   ,2470   ,COV BY SOMEONE OUT OF RU 12-31/R3 INT DT
PROVTY42,976   ,977   ,PROVIDER TYPE-R4/2
PROXY14,103   ,103   ,WAS RESPONDENT A PROXY AS OF 12/31/14
PROXY31,97   ,98   ,WAS RESPONDENT A PROXY IN R3/1
PROXY42,99   ,100   ,WAS RESPONDENT A PROXY IN R4/2
PROXY53,101   ,102   ,WAS RESPONDENT A PROXY IN R5/3
PRSAP14,1907   ,1908   ,COVERED BY SELF-EMP-1 INS IN APR14
PRSAU14,1915   ,1916   ,COVERED BY SELF-EMP-1 INS IN AUG14
PRSDE14,1923   ,1924   ,COVERED BY SELF-EMP-1 INS IN DEC14
PRSFE14,1903   ,1904   ,COVERED BY SELF-EMP-1 INS IN FEB14
PRSJA14,1901   ,1902   ,COVERED BY SELF-EMP-1 INS IN JAN14
PRSJL14,1913   ,1914   ,COVERED BY SELF-EMP-1 INS IN JUL14
PRSJU14,1911   ,1912   ,COVERED BY SELF-EMP-1 INS IN JUN14
PRSMA14,1905   ,1906   ,COVERED BY SELF-EMP-1 INS IN MAR14
PRSMY14,1909   ,1910   ,COVERED BY SELF-EMP-1 INS IN MAY14
PRSNO14,1921   ,1922   ,COVERED BY SELF-EMP-1 INS IN NOV14
PRSOC14,1919   ,1920   ,COVERED BY SELF-EMP-1 INS IN OCT14
PRSSE14,1917   ,1918   ,COVERED BY SELF-EMP-1 INS IN SEP14
PRSTX14,2479   ,2480   ,PRIV EXCHANGE INSURANCE ON 12/31/14
PRSTX31,2473   ,2474   ,COV BY PRIV EXCHANGE INS -R3/1 INT DT
PRSTX42,2475   ,2476   ,COV BY PRIV EXCHANGE INS -R4/2 INT DT
PRSTX53,2477   ,2478   ,PRIV EXCHANGE INS ON 12-31 R5/R3 INT DT
PRVEV14,2189   ,2189   ,EVER HAVE PRIVATE INSURANCE DURING 14
PRVHMO14,2268   ,2269   ,COVERED BY PRIVATE HMO - 12/31/14
PRVHMO31,2264   ,2265   ,COVERED BY PRIVATE HMO - R3/1
PRVHMO42,2266   ,2267   ,COVERED BY PRIVATE HMO - R4/2
PRVSPK42,1024   ,1025   ,AC31 PROV SPEAKS PERSON'S LANGUAGE-R4/2
PRXAP14,1955   ,1956   ,COV BY PRIV INS THROUGH EXCHNG IN APR14
PRXAU14,1963   ,1964   ,COV BY PRIV INS THROUGH EXCHNG IN AUG14
PRXDE14,1971   ,1972   ,COV BY PRIV INS THROUGH EXCHNG IN DEC14
PRXFE14,1951   ,1952   ,COV BY PRIV INS THROUGH EXCHNG IN FEB14
PRXJA14,1949   ,1950   ,COV BY PRIV INS THROUGH EXCHNG IN JAN14
PRXJL14,1961   ,1962   ,COV BY PRIV INS THROUGH EXCHNG IN JUL14
PRXJU14,1959   ,1960   ,COV BY PRIV INS THROUGH EXCHNG IN JUN14
PRXMA14,1953   ,1954   ,COV BY PRIV INS THROUGH EXCHNG IN MAR14
PRXMY14,1957   ,1958   ,COV BY PRIV INS THROUGH EXCHNG IN MAY14
PRXNO14,1969   ,1970   ,COV BY PRIV INS THROUGH EXCHNG IN NOV14
PRXOC14,1967   ,1968   ,COV BY PRIV INS THROUGH EXCHNG IN OCT14
PRXSE14,1965   ,1966   ,COV BY PRIV INS THROUGH EXCHNG IN SEP14
PSA53,674   ,675   ,HOW LONG SINCE LAST PSA (>39) - RD 5/3
PSTATS31,159   ,160   ,PERSON DISPOSITION STATUS - R3/1
PSTATS42,161   ,162   ,PERSON DISPOSITION STATUS - R4/2
PSTATS53,163   ,164   ,PERSON DISPOSITION STATUS - R5/3
PUB14X,2503   ,2504   ,COV BY PUBLIC INS - 12/31/14 (ED)
PUB31X,2497   ,2498   ,COV BY PUBLIC INS - R3/1 INT DT (ED)
PUB42X,2499   ,2500   ,COV BY PUBLIC INS - R4/2 INT DT (ED)
PUB53X,2501   ,2502   ,COV BY PUBLIC INS 12-31/R3 INT DT (ED)
PUBAP14X,1787   ,1788   ,COVR BY ANY PUBLIC INS IN APR14 (ED)
PUBAT14X,2511   ,2512   ,ANY TIME COV BY PUBLIC - 12/31/14
PUBAT31X,2505   ,2506   ,ANY TIME COV BY PUBLIC - R3/1
PUBAT42X,2507   ,2508   ,ANY TIME COV BY PUBLIC - R4/2
PUBAT53X,2509   ,2510   ,ANY TIME COV BY PUBLIC - R5/3
PUBAU14X,1795   ,1796   ,COVR BY ANY PUBLIC INS IN AUG14 (ED)
PUBDE14X,1803   ,1804   ,COVR BY ANY PUBLIC INS IN DEC14 (ED)
PUBFE14X,1783   ,1784   ,COVR BY ANY PUBLIC INS IN FEB14 (ED)
PUBIMP14,1574   ,1574   ,PUBLIC ASSISTANCE IMPUTATION FLAG
PUBJA14X,1781   ,1782   ,COVR BY ANY PUBLIC INS IN JAN14 (ED)
PUBJL14X,1793   ,1794   ,COVR BY ANY PUBLIC INS IN JUL14 (ED)
PUBJU14X,1791   ,1792   ,COVR BY ANY PUBLIC INS IN JUN14 (ED)
PUBMA14X,1785   ,1786   ,COVR BY ANY PUBLIC INS IN MAR14 (ED)
PUBMY14X,1789   ,1790   ,COVR BY ANY PUBLIC INS IN MAY14 (ED)
PUBNO14X,1801   ,1802   ,COVR BY ANY PUBLIC INS IN NOV14 (ED)
PUBOC14X,1799   ,1800   ,COVR BY ANY PUBLIC INS IN OCT14 (ED)
PUBP14X,1570   ,1573   ,PERSON'S PUBLIC ASSISTANCE
PUBSE14X,1797   ,1798   ,COVR BY ANY PUBLIC INS IN SEP14 (ED)
PYUNBL42,2285   ,2286   ,UNABLE TO PAY FAMILY MEDICAL BILLS
PYVAC31H,1379   ,1380   ,PAID VACATION AT RD 3/1 CMJ (IMP)
PYVAC42H,1381   ,1382   ,PAID VACATION AT RD 4/2 CMJ (IMP)
PYVAC53H,1383   ,1384   ,PAID VACATION AT RD 5/3 CMJ (IMP)
RACEAX,191   ,191   ,ASIAN AMONG RACES RPTD (EDITED/IMPUTED)
RACEBX,192   ,192   ,BLACK AMONG RACES RPTD (EDITED/IMPUTED)
RACETHX,194   ,194   ,RACE/ETHNICITY (EDITED/IMPUTED)
RACEV1X,188   ,188   ,RACE (EDITED/IMPUTED)
RACEV2X,189   ,190   ,RACE (EDITED/IMPUTED)
RACEWX,193   ,193   ,WHITE AMONG RACES RPTD (EDITED/IMPUTED)
RCHDIF31,457   ,458   ,DIFFICULTY REACHING OVERHEAD - RD 3/1
RCHDIF53,459   ,460   ,DIFFICULTY REACHING OVERHEAD - RD 5/3
REFFRL42,1006   ,1007   ,AC22 GO TO USC FOR REFERRALS-R4/2
REFPRS14,90   ,92   ,REFERENCE PERSON AS OF 12/31/14
REFPRS31,81   ,83   ,REFERENCE PERSON AT - R3/1
REFPRS42,84   ,86   ,REFERENCE PERSON AT - R4/2
REFPRS53,87   ,89   ,REFERENCE PERSON AT - R5/3
REFRL14X,257   ,258   ,RELATION TO REF PERS-12/31/14 (EDIT/IMP)
REFRL31X,251   ,252   ,RELATION TO REF PERS- R3/1 (EDIT/IMP)
REFRL42X,253   ,254   ,RELATION TO REF PERS- R4/2 (EDIT/IMP)
REFRL53X,255   ,256   ,RELATION TO REF PERS- R5/3 (EDIT/IMP)
REGION14,79   ,80   ,CENSUS REGION AS OF 12/31/14
REGION31,73   ,74   ,CENSUS REGION - R3/1
REGION42,75   ,76   ,CENSUS REGION - R4/2
REGION53,77   ,78   ,CENSUS REGION - R5/3
RESP14,96   ,96   ,1ST RESPONDENT INDICATOR AS OF 12/31/14
RESP31,93   ,93   ,1ST RESPONDENT INDICATOR FOR R3/1
RESP42,94   ,94   ,1ST RESPONDENT INDICATOR FOR R4/2
RESP53,95   ,95   ,1ST RESPONDENT INDICATOR FOR R5/3
RESPCT42,1018   ,1019   ,AC27 PROV SHOWS RESPECT FOR TRTMNTS-R4/2
RETPLN31,1235   ,1236   ,PENSION PLAN AT RD 3/1 CMJ
RETPLN42,1237   ,1238   ,PENSION PLAN AT RD 4/2 CMJ
RETPLN53,1239   ,1240   ,PENSION PLAN AT RD 5/3 CMJ
RNDFLG31,1050   ,1051   ,DATA COLLECTION ROUND FOR RD 3/1 CMJ
RTHLTH31,287   ,288   ,PERCEIVED HEALTH STATUS - RD 3/1
RTHLTH42,289   ,290   ,PERCEIVED HEALTH STATUS - RD 4/2
RTHLTH53,291   ,292   ,PERCEIVED HEALTH STATUS - RD 5/3
RTPLN31H,1397   ,1398   ,PENSION PLAN AT RD 3/1 CMJ (IMP)
RTPLN42H,1399   ,1400   ,PENSION PLAN AT RD 4/2 CMJ (IMP)
RTPLN53H,1401   ,1402   ,PENSION PLAN AT RD 5/3 CMJ (IMP)
RUCLAS14,57   ,57   ,RU FIELDED AS:STANDARD/NEW/STUD-12/31/14
RUCLAS31,51   ,52   ,RU FIELDED AS:STANDARD/NEW/STUDENT-R3/1
RUCLAS42,53   ,54   ,RU FIELDED AS:STANDARD/NEW/STUDENT-R4/2
RUCLAS53,55   ,56   ,RU FIELDED AS:STANDARD/NEW/STUDENT-R5/3
RULETR14,41   ,42   ,RU LETTER AS OF 12/31/14
RULETR31,35   ,36   ,RU LETTER - R3/1
RULETR42,37   ,38   ,RU LETTER - R4/2
RULETR53,39   ,40   ,RU LETTER - R5/3
RURSLT31,165   ,166   ,RU RESULT - R3/1
RURSLT42,167   ,168   ,RU RESULT - R4/2
RURSLT53,169   ,170   ,RU RESULT - R5/3
RUSIZE14,49   ,50   ,RU SIZE AS OF 12/31/14
RUSIZE31,43   ,44   ,RU SIZE - R3/1
RUSIZE42,45   ,46   ,RU SIZE - R4/2
RUSIZE53,47   ,48   ,RU SIZE - R5/3
RXEXP14,5256   ,5261   ,TOTAL RX-EXP 14
RXMCD14,5273   ,5277   ,TOTAL RX-MEDICAID AMT 14
RXMCR14,5267   ,5272   ,TOTAL RX-MEDICARE AMT 14
RXOFD14,5294   ,5297   ,TOTAL RX-OTHER FED AMT 14
RXOPR14,5308   ,5312   ,TOTAL RX-OTH PRIVATE AMT 14
RXOPU14,5313   ,5317   ,TOTAL RX-OTH PUBLIC AMT 14
RXOSR14,5318   ,5321   ,TOT RX-OTH UNCLASS SRCE AMT 14
RXOTH14,5328   ,5332   ,TOTAL RX-OTH COMBINED AMT 14
RXPRV14,5278   ,5283   ,TOTAL RX-PRIVATE INS AMT 14
RXPTR14,5322   ,5327   ,TOTAL RX-PRV & TRI AMT 14
RXSLF14,5262   ,5266   ,TOTAL RX-SELF/FAMILY AMT 14
RXSTL14,5298   ,5302   ,TOTAL RX-OTHER ST/LOCAL AMT 14
RXTOT14,5253   ,5255   ,# PRESC MEDS INCL REFILLS 14
RXTRI14,5289   ,5293   ,TOTAL RX-TRICARE AMT 14
RXVA14,5284   ,5288   ,TOTAL RX-VA/CHAMPVA AMT 14
RXWCP14,5303   ,5307   ,TOTAL RX-WORKERS COMP AMT 14
SAFEST42,630   ,631   ,DR ADVISE CHLD SAFETY SEAT (WT<=40)-R4/2
SALEP14X,1505   ,1511   ,PERSON'S SALES INCOME
SALIMP14,1512   ,1512   ,SALES INCOME IMPUTATION FLAG
SAQELIG,705   ,705   ,ELIGIBILITY STATUS FOR SAQ
SAQWT14F,5369   ,5381   ,"FINAL SAQ PERSON WEIGHT, 2014"
SCHLBH42,551   ,552   ,PROBLEM BEHAVIOR AT SCHOOL (5-17)-R4/2
SCHLIM31,477   ,478   ,SCHOOL LIMITATION - RD 3/1
SCHLIM53,479   ,480   ,SCHOOL LIMITATION - RD 5/3
SCHPRO42,565   ,566   ,PROBLEM WITH SCHOOLWORK (5-17)-R4/2
SCPAY31H,1385   ,1386   ,PAID SICK LEAVE AT RD 3/1 CMJ (IMP)
SCPAY42H,1387   ,1388   ,PAID SICK LEAVE AT RD 4/2 CMJ (IMP)
SCPAY53H,1389   ,1390   ,PAID SICK LEAVE AT RD 5/3 CMJ (IMP)
SEATBE53,703   ,704   ,WEARS SEAT BELT (>15) - RD 5/3
SELDSI42,932   ,933   ,AC08 OTH REAS NO USC:SELDM/NEV SICK-R4/2
SELFCM31,1132   ,1133   ,SELF-EMPLOYED AT RD 3/1 CMJ
SELFCM42,1134   ,1135   ,SELF-EMPLOYED AT RD 4/2 CMJ
SELFCM53,1136   ,1137   ,SELF-EMPLOYED AT RD 5/3 CMJ
SEX,187   ,187   ,SEX
